0.0,-0.390931,0.0,0.0,0.0,0.764304,0.0,0.0,0.0,-0.725786,0.0,0.0,0.0,0.0,0.0,0.974292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.390931,0.0,0.0,0.944355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.944355,0.974292,0.0,0.865946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.765291,0.0,0.0,0.0,R
0.0,0.964634,0.0,0.0,0.0,-0.725803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.564003,0.960232,0.461468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.964634,0.0,0.0,0.978116,0.0,0.0,0.0,-0.657749,0.0,0.0,0.0,0.0,0.978116,0.461468,0.0,0.836572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.847794,0.0,0.0,0.0,D
0.0,0.833318,0.0,0.0,0.0,-0.548809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.710149,0.0,0.0,-0.698664,0.0,0.0,0.833318,0.0,0.0,-0.745075,0.0,0.0,0.0,0.0,-0.864715,-0.698664,0.0,0.0,-0.745075,0.0,0.0,0.0,-0.864715,-0.571914,0.0,0.0,0.0,0.0,0.0,-0.852847,0.0,0.0,0.0,D
0.0,-0.473416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.437941,0.0,0.0,0.0,0.0,0.0,-0.473416,0.0,0.0,0.0,0.0,0.0,-0.488186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D
0.0,0.0,0.0,0.0,0.0,-0.39949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.586767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.586767,0.0,0.0,0.708141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.586767,0.0,0.0,0.0,R
0.0,0.755171,0.0,0.0,0.0,-0.651155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893412,0.0,0.0,0.755171,0.0,0.0,0.964243,0.0,0.0,0.0,0.0,-0.764472,0.893412,-0.757789,0.778171,0.964243,0.0,-0.331717,0.0,-0.764472,-0.740632,0.0,0.0,0.0,0.0,0.0,0.479833,0.0,0.0,0.778171,D
0.0,0.988897,0.0,0.953049,0.0,0.908263,0.0,0.0,0.0,-0.849274,-0.879124,0.0,0.0,0.0,0.0,-0.692547,0.0,-0.879124,0.0,-0.961295,-0.88693,0.0,-0.871122,0.988897,0.0,0.0,0.845949,0.0,0.0,0.0,0.0,0.0,-0.88693,0.0,0.791791,0.845949,-0.692547,0.517217,0.829315,0.0,-0.937226,0.0,0.0,0.0,0.0,0.0,-0.812841,0.0,0.0,0.791791,D
0.0,0.851178,0.0,0.0,0.0,0.851178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.851178,0.0,0.0,0.851178,0.0,0.851178,0.0,0.0,0.851178,0.0,0.0,0.851178,0.851178,0.0,0.0,0.0,0.851178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.851178,R
0.0,-0.839877,0.0,0.0,0.0,0.0,0.0,-0.835685,0.0,-0.833479,0.0,0.0,0.0,-0.833479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.62282,-0.839877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.62282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.856571,0.0,0.0,R
0.727912,0.0,-0.749095,0.0,0.0,0.537214,0.0,0.0,0.727912,0.0,0.0,0.0,0.0,-0.807716,-0.595665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.815343,0.0,-0.791219,0.0,0.0,-0.65712,0.0,0.0,-0.874792,-0.815343,0.0,0.0,0.0,-0.65712,-0.145328,0.0,0.0,0.0,0.0,0.0,0.0,-0.749095,0.0,-0.874792,D
